Source,Target,Value
2221000,2221100,6
2221000,2221101,6
2221000,2221110,6
2221000,2221111,6
2221001,2221010,6
2221001,2221011,6
2221001,2221100,6
2221001,2221101,6
2221001,2221110,6
2221001,2221111,6
2221010,2221100,6
2221010,2221101,6
2221010,2321110,6
2221010,2321111,6
2221011,2221100,6
2221011,2221101,6
2221011,2321110,6
2221011,2321111,6
2221100,2221101,6
2221100,2221110,6
2221100,2221111,6
2221101,2221110,6
2221101,2221111,6
2221110,2321110,6
2221110,2321111,6
2221111,2321110,6
2221111,2321111,6
2231110,2321110,6
2231110,2321111,6
2231111,2321110,6
2231111,2321111,6
2310110,2320110,6
2310110,2320111,6
2310110,2321110,6
2310110,2321111,6
2310110,2330110,6
2310110,2330111,6
2310110,2331110,6
2310110,2331111,6
2310111,2320110,6
2310111,2320111,6
2310111,2321110,6
2310111,2321111,6
2310111,2330110,6
2310111,2330111,6
2310111,2331110,6
2310111,2331111,6
2311010,2311011,6
2311010,2311110,6
2311010,2311111,6
2311011,2311110,6
2311011,2311111,6
2311110,2320110,6
2311110,2320111,6
2311110,2330110,6
2311110,2330111,6
2311110,2621110,6
2311110,2621111,6
2311111,2320110,6
2311111,2320111,6
2311111,2330110,6
2311111,2330111,6
2311111,2621110,6
2311111,2621111,6
2320110,2330110,6
2320110,2330111,6
2320110,2331110,6
2320110,2331111,6
2320111,2330110,6
2320111,2331110,6
2321010,2321011,6
2321010,2321110,6
2321010,2321111,6
2321011,2321110,6
2321011,2331011,6
2321011,2331111,6
2321110,2330110,6
2321110,2330111,6
2321111,2330110,6
2321111,2331011,6
2330110,2330111,6
2330110,2331110,6
2330110,2331111,6
2330111,2331110,6
2331011,2331111,6
2610110,2610111,6
2610110,2611110,6
2610110,2611111,6
2610110,2620110,6
2610110,2620111,6
2610110,2621110,6
2610110,2621111,6
2610110,2630110,6
2610110,2630111,6
2610110,2631110,6
2610110,2631111,6
2610111,2611110,6
2610111,2620110,6
2610111,2621110,6
2610111,2630110,6
2610111,2631110,6
2611010,2611011,6
2611010,2611110,6
2611010,2611111,6
2611010,2621010,6
2611010,2621011,6
2611010,2621110,6
2611010,2621111,6
2611011,2611110,6
2611011,2621010,6
2611011,2621110,6
2611011,2631011,6
2611011,2631111,6
2611100,2611101,6
2611100,2611110,6
2611100,2611111,6
2611100,2621100,6
2611100,2621101,6
2611100,2621110,6
2611100,2621111,6
2611101,2611110,6
2611101,2621100,6
2611101,2621110,6
2611101,2631101,6
2611101,2631111,6
2611110,2620110,6
2611110,2620111,6
2611110,2621010,6
2611110,2621011,6
2611110,2621100,6
2611110,2621101,6
2611110,2630110,6
2611110,2630111,6
2611111,2620110,6
2611111,2621010,6
2611111,2621100,6
2611111,2630110,6
2611111,2631011,6
2611111,2631101,6
2620110,2620111,6
2620110,2621110,6
2620110,2621111,6
2620110,2630110,6
2620110,2630111,6
2620110,2631110,6
2620110,2631111,6
2620111,2621110,6
2620111,2630110,6
2620111,2631110,6
2621010,2631010,6
2621010,2631011,6
2621010,2631110,6
2621010,2631111,6
2621011,2631010,6
2621011,2631110,6
2621100,2631100,6
2621100,2631101,6
2621100,2631110,6
2621100,2631111,6
2621101,2631100,6
2621101,2631110,6
2621110,2630110,6
2621110,2630111,6
2621110,2631010,6
2621110,2631011,6
2621110,2631100,6
2621110,2631101,6
2621111,2630110,6
2621111,2631010,6
2621111,2631100,6
2630110,2630111,6
2630110,2631110,6
2630110,2631111,6
2630111,2631110,6
2631010,2631011,6
2631010,2631110,6
2631010,2631111,6
2631011,2631110,6
2631100,2631101,6
2631100,2631110,6
2631100,2631111,6
2631101,2631110,6
9111101,9121101,6
9111101,9121111,6
9111101,9131101,6
9111101,9131111,6
9111111,9121101,6
9111111,9131101,6
9120101,9130101,6
9120101,9130111,6
9120101,9131101,6
9120101,9131111,6
9120111,9130101,6
9120111,9131101,6
9121001,9131001,6
9121001,9131011,6
9121001,9131101,6
9121001,9131111,6
9121011,9131001,6
9121011,9131101,6
9121101,9130101,6
9121101,9130111,6
9121101,9131001,6
9121101,9131011,6
9121111,9130101,6
9121111,9131001,6
9210011,9210111,6
9210011,9211011,6
9210011,9211111,6
9210011,9230011,6
9210011,9230111,6
9210011,9231011,6
9210011,9231111,6
9210110,9220110,6
9210110,9220111,6
9210110,9221110,6
9210110,9221111,6
9210111,9211011,6
9210111,9220110,6
9210111,9221110,6
9210111,9230011,6
9210111,9231011,6
9211010,9211011,6
9211010,9211110,6
9211010,9211111,6
9211010,9231010,6
9211010,9231011,6
9211010,9231110,6
9211010,9231111,6
9211011,9211110,6
9211011,9221011,6
9211011,9221111,6
9211011,9230011,6
9211011,9230111,6
9211011,9231010,6
9211011,9231110,6
9211110,9220110,6
9211110,9220111,6
9211110,9231010,6
9211110,9231011,6
9211111,9220110,6
9211111,9221011,6
9211111,9230011,6
9211111,9231010,6
9220010,9230010,6
9220010,9230011,6
9220010,9230110,6
9220010,9230111,6
9220010,9231010,6
9220010,9231011,6
9220010,9231110,6
9220010,9231111,6
9220011,9230010,6
9220011,9230110,6
9220011,9231010,6
9220011,9231110,6
9220110,9230010,6
9220110,9230011,6
9220110,9231010,6
9220110,9231011,6
9220111,9230010,6
9220111,9231010,6
9221010,9230010,6
9221010,9230011,6
9221010,9230110,6
9221010,9230111,6
9221011,9230010,6
9221011,9230110,6
9221110,9230010,6
9221110,9230011,6
9221111,9230010,6
9710010,9710011,6
9710010,9710110,6
9710010,9710111,6
9710010,9711010,6
9710010,9711011,6
9710010,9711110,6
9710010,9711111,6
9710010,9720010,6
9710010,9720011,6
9710010,9720110,6
9710010,9720111,6
9710010,9721010,6
9710010,9721011,6
9710010,9721110,6
9710010,9721111,6
9710011,9710110,6
9710011,9711010,6
9710011,9711110,6
9710011,9720010,6
9710011,9720110,6
9710011,9721010,6
9710011,9721110,6
9710110,9711010,6
9710110,9711011,6
9710110,9720010,6
9710110,9720011,6
9710110,9721010,6
9710110,9721011,6
9710111,9711010,6
9710111,9720010,6
9710111,9721010,6
9710111,9730111,6
9710111,9731111,6
9711010,9720010,6
9711010,9720011,6
9711010,9720110,6
9711010,9720111,6
9711011,9720010,6
9711011,9720110,6
9711011,9731011,6
9711011,9731111,6
9711110,9720010,6
9711110,9720011,6
9711110,9731110,6
9711110,9731111,6
9711111,9720010,6
9711111,9730111,6
9711111,9731011,6
9711111,9731110,6
9720010,9730010,6
9720010,9730011,6
9720010,9730110,6
9720010,9730111,6
9720010,9731010,6
9720010,9731011,6
9720010,9731110,6
9720010,9731111,6
9720011,9730010,6
9720011,9730110,6
9720011,9731010,6
9720011,9731110,6
9720110,9730010,6
9720110,9730011,6
9720110,9731010,6
9720110,9731011,6
9720111,9730010,6
9720111,9731010,6
9721010,9730010,6
9721010,9730011,6
9721010,9730110,6
9721010,9730111,6
9721011,9730010,6
9721011,9730110,6
9721101,9721111,6
9721110,9730010,6
9721110,9730011,6
9721111,9730010,6
1010011,1010111,5
1010011,1011011,5
1010011,1011111,5
1010011,1020011,5
1010011,1020111,5
1010011,1021011,5
1010011,1021111,5
1010011,1030011,5
1010011,1030111,5
1010011,1031011,5
1010011,1031111,5
1010100,1010101,5
1010100,1010110,5
1010100,1010111,5
1010100,1011100,5
1010100,1011101,5
1010100,1011110,5
1010100,1011111,5
1010100,1020100,5
1010100,1020101,5
1010100,1020110,5
1010100,1020111,5
1010100,1021100,5
1010100,1021101,5
1010100,1021110,5
1010100,1021111,5
1010100,1030100,5
1010100,1030101,5
1010100,1030110,5
1010100,1030111,5
1010100,1031100,5
1010100,1031101,5
1010100,1031110,5
1010100,1031111,5
1010101,1010110,5
1010101,1011100,5
1010101,1011110,5
1010101,1020100,5
1010101,1020110,5
1010101,1021100,5
1010101,1021110,5
1010101,1030100,5
1010101,1030110,5
1010101,1031100,5
1010101,1031110,5
1010101,1610101,5
1010101,1610111,5
1010101,1611101,5
1010101,1611111,5
1010101,1620101,5
1010101,1620111,5
1010101,1621101,5
1010101,1621111,5
1010101,1630101,5
1010101,1630111,5
1010101,1631101,5
1010101,1631111,5
1010110,1011100,5
1010110,1011101,5
1010110,1020100,5
1010110,1020101,5
1010110,1021100,5
1010110,1021101,5
1010110,1030100,5
1010110,1030101,5
1010110,1031100,5
1010110,1031101,5
1010110,1610110,5
1010110,1610111,5
1010110,1611110,5
1010110,1611111,5
1010110,1620110,5
1010110,1620111,5
1010110,1621110,5
1010110,1621111,5
1010110,1630110,5
1010110,1630111,5
1010110,1631110,5
1010110,1631111,5
1010110,2110110,5
1010110,2110111,5
1010110,2111110,5
1010110,2111111,5
1010110,2120110,5
1010110,2120111,5
1010110,2121110,5
1010110,2121111,5
1010110,2130110,5
1010110,2130111,5
1010110,2131110,5
1010110,2131111,5
1010111,1011011,5
1010111,1011100,5
1010111,1020011,5
1010111,1020100,5
1010111,1021011,5
1010111,1021100,5
1010111,1030011,5
1010111,1030100,5
1010111,1031011,5
1010111,1031100,5
1010111,1610101,5
1010111,1610110,5
1010111,1611101,5
1010111,1611110,5
1010111,1620101,5
1010111,1620110,5
1010111,1621101,5
1010111,1621110,5
1010111,1630101,5
1010111,1630110,5
1010111,1631101,5
1010111,1631110,5
1010111,2110110,5
1010111,2110111,5
1010111,2111110,5
1010111,2111111,5
1010111,2120110,5
1010111,2120111,5
1010111,2121110,5
1010111,2121111,5
1010111,2130110,5
1010111,2130111,5
1010111,2131110,5
1010111,2131111,5
1011001,1011011,5
1011001,1011101,5
1011001,1011111,5
1011001,1021001,5
1011001,1021011,5
1011001,1021101,5
1011001,1021111,5
1011001,1031001,5
1011001,1031011,5
1011001,1031101,5
1011001,1031111,5
1011011,1011101,5
1011011,1020011,5
1011011,1020111,5
1011011,1021001,5
1011011,1021101,5
1011011,1030011,5
1011011,1030111,5
1011011,1031001,5
1011011,1031101,5
1011100,1020100,5
1011100,1020101,5
1011100,1020110,5
1011100,1020111,5
1011100,1030100,5
1011100,1030101,5
1011100,1030110,5
1011100,1030111,5
1011101,1020100,5
1011101,1020110,5
1011101,1021001,5
1011101,1021011,5
1011101,1030100,5
1011101,1030110,5
1011101,1031001,5
1011101,1031011,5
1011101,1610101,5
1011101,1610111,5
1011101,1611101,5
1011101,1611111,5
1011101,1620101,5
1011101,1620111,5
1011101,1621101,5
1011101,1621111,5
1011101,1630101,5
1011101,1630111,5
1011101,1631101,5
1011101,1631111,5
1011110,1020100,5
1011110,1020101,5
1011110,1030100,5
1011110,1030101,5
1011110,1610110,5
1011110,1610111,5
1011110,1611110,5
1011110,1611111,5
1011110,1620110,5
1011110,1620111,5
1011110,1621110,5
1011110,1621111,5
1011110,1630110,5
1011110,1630111,5
1011110,1631110,5
1011110,1631111,5
1011110,2110110,5
1011110,2110111,5
1011110,2111110,5
1011110,2111111,5
1011110,2120110,5
1011110,2120111,5
1011110,2121110,5
1011110,2121111,5
1011110,2130110,5
1011110,2130111,5
1011110,2131110,5
1011110,2131111,5
1011111,1020011,5
1011111,1020100,5
1011111,1021001,5
1011111,1030011,5
1011111,1030100,5
1011111,1031001,5
1011111,1610101,5
1011111,1610110,5
1011111,1611101,5
1011111,1611110,5
1011111,1620101,5
1011111,1620110,5
1011111,1621101,5
1011111,1621110,5
1011111,1630101,5
1011111,1630110,5
1011111,1631101,5
1011111,1631110,5
1011111,2110110,5
1011111,2110111,5
1011111,2111110,5
1011111,2111111,5
1011111,2120110,5
1011111,2120111,5
1011111,2121110,5
1011111,2121111,5
1011111,2130110,5
1011111,2130111,5
1011111,2131110,5
1011111,2131111,5
1020011,1020111,5
1020011,1021011,5
1020011,1021111,5
1020011,1030011,5
1020011,1030111,5
1020011,1031011,5
1020011,1031111,5
1020100,1020101,5
1020100,1020110,5
1020100,1020111,5
1020100,1021100,5
1020100,1021101,5
1020100,1021110,5
1020100,1021111,5
1020100,1030100,5
1020100,1030101,5
1020100,1030110,5
1020100,1030111,5
1020100,1031100,5
1020100,1031101,5
1020100,1031110,5
1020100,1031111,5
1020101,1020110,5
1020101,1021100,5
1020101,1021110,5
1020101,1030100,5
1020101,1030110,5
1020101,1031100,5
1020101,1031110,5
1020101,1610101,5
1020101,1610111,5
1020101,1611101,5
1020101,1611111,5
1020101,1620101,5
1020101,1620111,5
1020101,1621101,5
1020101,1621111,5
1020101,1630101,5
1020101,1630111,5
1020101,1631101,5
1020101,1631111,5
1020110,1021100,5
1020110,1021101,5
1020110,1030100,5
1020110,1030101,5
1020110,1031100,5
1020110,1031101,5
1020110,1610110,5
1020110,1610111,5
1020110,1611110,5
1020110,1611111,5
1020110,1620110,5
1020110,1620111,5
1020110,1621110,5
1020110,1621111,5
1020110,1630110,5
1020110,1630111,5
1020110,1631110,5
1020110,1631111,5
1020110,2110110,5
1020110,2110111,5
1020110,2111110,5
1020110,2111111,5
1020110,2120110,5
1020110,2120111,5
1020110,2121110,5
1020110,2121111,5
1020110,2130110,5
1020110,2130111,5
1020110,2131110,5
1020110,2131111,5
1020111,1021011,5
1020111,1021100,5
1020111,1030011,5
1020111,1030100,5
1020111,1031011,5
1020111,1031100,5
1020111,1610101,5
1020111,1610110,5
1020111,1611101,5
1020111,1611110,5
1020111,1620101,5
1020111,1620110,5
1020111,1621101,5
1020111,1621110,5
1020111,1630101,5
1020111,1630110,5
1020111,1631101,5
1020111,1631110,5
1020111,2110110,5
1020111,2110111,5
1020111,2111110,5
1020111,2111111,5
1020111,2120110,5
1020111,2120111,5
1020111,2121110,5
1020111,2121111,5
1020111,2130110,5
1020111,2130111,5
1020111,2131110,5
1020111,2131111,5
1021001,1021011,5
1021001,1021101,5
1021001,1021111,5
1021001,1031001,5
1021001,1031011,5
1021001,1031101,5
1021001,1031111,5
1021011,1021101,5
1021011,1030011,5
1021011,1030111,5
1021011,1031001,5
1021011,1031101,5
1021100,1030100,5
1021100,1030101,5
1021100,1030110,5
1021100,1030111,5
1021101,1030100,5
1021101,1030110,5
1021101,1031001,5
1021101,1031011,5
1021101,1610101,5
1021101,1610111,5
1021101,1611101,5
1021101,1611111,5
1021101,1620101,5
1021101,1620111,5
1021101,1621101,5
1021101,1621111,5
1021101,1630101,5
1021101,1630111,5
1021101,1631101,5
1021101,1631111,5
1021110,1030100,5
1021110,1030101,5
1021110,1610110,5
1021110,1610111,5
1021110,1611110,5
1021110,1611111,5
1021110,1620110,5
1021110,1620111,5
1021110,1621110,5
1021110,1621111,5
1021110,1630110,5
1021110,1630111,5
1021110,1631110,5
1021110,1631111,5
1021110,2110110,5
1021110,2110111,5
1021110,2111110,5
1021110,2111111,5
1021110,2120110,5
1021110,2120111,5
1021110,2121110,5
1021110,2121111,5
1021110,2130110,5
1021110,2130111,5
1021110,2131110,5
1021110,2131111,5
1021111,1030011,5
1021111,1030100,5
1021111,1031001,5
1021111,1610101,5
1021111,1610110,5
1021111,1611101,5
1021111,1611110,5
1021111,1620101,5
1021111,1620110,5
1021111,1621101,5
1021111,1621110,5
1021111,1630101,5
1021111,1630110,5
1021111,1631101,5
1021111,1631110,5
1021111,2110110,5
1021111,2110111,5
1021111,2111110,5
1021111,2111111,5
1021111,2120110,5
1021111,2120111,5
1021111,2121110,5
1021111,2121111,5
1021111,2130110,5
1021111,2130111,5
1021111,2131110,5
1021111,2131111,5
1030011,1030111,5
1030011,1031011,5
1030011,1031111,5
1030100,1030101,5
1030100,1030110,5
1030100,1030111,5
1030100,1031100,5
1030100,1031101,5
1030100,1031110,5
1030100,1031111,5
1030101,1030110,5
1030101,1031100,5
1030101,1031110,5
1030101,1610101,5
1030101,1610111,5
1030101,1611101,5
1030101,1611111,5
1030101,1620101,5
1030101,1620111,5
1030101,1621101,5
1030101,1621111,5
1030101,1630101,5
1030101,1630111,5
1030101,1631101,5
1030101,1631111,5
1030110,1031100,5
1030110,1031101,5
1030110,1610110,5
1030110,1610111,5
1030110,1611110,5
1030110,1611111,5
1030110,1620110,5
1030110,1620111,5
1030110,1621110,5
1030110,1621111,5
1030110,1630110,5
1030110,1630111,5
1030110,1631110,5
1030110,1631111,5
1030110,2110110,5
1030110,2110111,5
1030110,2111110,5
1030110,2111111,5
1030110,2120110,5
1030110,2120111,5
1030110,2121110,5
1030110,2121111,5
1030110,2130110,5
1030110,2130111,5
1030110,2131110,5
1030110,2131111,5
1030111,1031011,5
1030111,1031100,5
1030111,1610101,5
1030111,1610110,5
1030111,1611101,5
1030111,1611110,5
1030111,1620101,5
1030111,1620110,5
1030111,1621101,5
1030111,1621110,5
1030111,1630101,5
1030111,1630110,5
1030111,1631101,5
1030111,1631110,5
1030111,2110110,5
1030111,2110111,5
1030111,2111110,5
1030111,2111111,5
1030111,2120110,5
1030111,2120111,5
1030111,2121110,5
1030111,2121111,5
1030111,2130110,5
1030111,2130111,5
1030111,2131110,5
1030111,2131111,5
1031001,1031011,5
1031001,1031101,5
1031001,1031111,5
1031011,1031101,5
1031101,1610101,5
1031101,1610111,5
1031101,1611101,5
1031101,1611111,5
1031101,1620101,5
1031101,1620111,5
1031101,1621101,5
1031101,1621111,5
1031101,1630101,5
1031101,1630111,5
1031101,1631101,5
1031101,1631111,5
1031110,1610110,5
1031110,1610111,5
1031110,1611110,5
1031110,1611111,5
1031110,1620110,5
1031110,1620111,5
1031110,1621110,5
1031110,1621111,5
1031110,1630110,5
1031110,1630111,5
1031110,1631110,5
1031110,1631111,5
1031110,2110110,5
1031110,2110111,5
1031110,2111110,5
1031110,2111111,5
1031110,2120110,5
1031110,2120111,5
1031110,2121110,5
1031110,2121111,5
1031110,2130110,5
1031110,2130111,5
1031110,2131110,5
1031110,2131111,5
1031111,1610101,5
1031111,1610110,5
1031111,1611101,5
1031111,1611110,5
1031111,1620101,5
1031111,1620110,5
1031111,1621101,5
1031111,1621110,5
1031111,1630101,5
1031111,1630110,5
1031111,1631101,5
1031111,1631110,5
1031111,2110110,5
1031111,2110111,5
1031111,2111110,5
1031111,2111111,5
1031111,2120110,5
1031111,2120111,5
1031111,2121110,5
1031111,2121111,5
1031111,2130110,5
1031111,2130111,5
1031111,2131110,5
1031111,2131111,5
1110011,1110111,5
1110011,1111011,5
1110011,1111111,5
1110011,1120011,5
1110011,1120111,5
1110011,1121011,5
1110011,1121111,5
1110011,1130011,5
1110011,1130111,5
1110011,1131011,5
1110011,1131111,5
1110111,1111011,5
1110111,1111111,5
1110111,1120011,5
1110111,1120111,5
1110111,1121011,5
1110111,1121111,5
1110111,1130011,5
1110111,1130111,5
1110111,1131011,5
1110111,1131111,5
1111011,1120011,5
1111011,1120111,5
1111011,1121011,5
1111011,1121111,5
1111011,1130011,5
1111011,1130111,5
1111011,1131011,5
1111011,1131111,5
1111011,1521011,5
1111011,1521111,5
1111111,1120011,5
1111111,1120111,5
1111111,1121011,5
1111111,1121111,5
1111111,1130011,5
1111111,1130111,5
1111111,1131011,5
1111111,1131111,5
1111111,1521011,5
1111111,1521111,5
1120011,1120111,5
1120011,1121011,5
1120011,1121111,5
1120011,1130011,5
1120011,1130111,5
1120011,1131011,5
1120011,1131111,5
1120111,1121011,5
1120111,1121111,5
1120111,1130011,5
1120111,1130111,5
1120111,1131011,5
1120111,1131111,5
1121011,1121111,5
1121011,1130011,5
1121011,1130111,5
1121011,1131011,5
1121011,1131111,5
1121111,1130011,5
1121111,1130111,5
1121111,1131011,5
